Check record,Record,Country,State,County,Location,Grid,Trail,Plot,Distance.begining,Side,Transect.length,N.subplots,sampling.protocol,Data(YYYYMMDD),Class,Order,Family,Subfamily,Genus,Taxon,cf,Frequency,LAT,LONG,easting (UTM),northing (UTM),Trophic.group,Observacao.variedade,Observacao,Coletor1,Determinador,Coletor2,Determinador
1906,1906,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-9.451216889,-64.37603275,8954964,348933,,,,,,,
1907,1907,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
1908,1908,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
1909,1909,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,NA,NA,NA,NA,,,,,,,
1910,1910,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
1911,1911,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
1912,1912,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Embiratermes,Embiratermes_ignotus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
1913,1913,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8990336,336964,,,,,,,
1914,1914,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1915,1915,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8989521,336332,,,,,,,
1916,1916,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8989521,336332,,,,,,,
1917,1917,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.454715333,-64.39005345,8954571,347395,,,,,,,
1918,1918,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
1919,1919,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
1920,1920,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
1921,1921,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8991071,337699,,,,,,,
1922,1922,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
1923,1923,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8990336,336964,,,,,,,
1924,1924,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,NA,NA,8988753,335582,,,,,,,
1925,1925,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Planicapritermes,Planicapritermes_planiceps,,1,-8.817137011,-64.08922953,9025190,380212,,,,,,,
1926,1926,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,NA,NA,NA,NA,,,,,,,
1927,1927,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
1928,1928,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
1929,1929,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
1930,1930,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
1931,1931,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,NA,NA,8988753,335582,,,,,,,
1932,1932,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.451216889,-64.37603275,8954964,348933,,,,,,,
1933,1933,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.452049407,-64.3850794,8954868,347940,,,,,,,
1934,1934,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
1935,1935,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
1936,1936,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Syntermes,Syntermes_molestus,,1,-9.449099863,-64.35771913,8955206,350943,,,,,,,
1937,1937,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
1938,1938,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
1939,1939,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-8.817137011,-64.08922953,9025190,380212,,,,,,,
1940,1940,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
1941,1941,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-9.14520511,-64.49631769,8988753,335582,,,,,,,
1942,1942,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
1943,1943,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
1944,1944,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Heterotermitinae,Heterotermes,Heterotermes_tenuis,,1,-9.451216889,-64.37603275,8954964,348933,,,,,,,
1945,1945,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,NA,NA,8988753,335582,,,,,,,
1946,1946,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
1947,1947,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
1948,1948,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,NA,NA,NA,NA,,,,,,,
1949,1949,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,NA,NA,NA,NA,,,,,,,
1950,1950,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
1951,1951,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1952,1952,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,NA,NA,NA,NA,,,,,,,
1953,1953,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Crepititermes,Crepititermes_verruculosus,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1954,1954,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
1955,1955,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1956,1956,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1957,1957,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.124324715,-64.47696963,8991071,337699,,,,,,,
1958,1958,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.451216889,-64.37603275,8954964,348933,,,,,,,
1959,1959,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,NA,NA,NA,NA,,,,,,,
1960,1960,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.449099863,-64.35771913,8955206,350943,,,,,,,
1961,1961,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
1962,1962,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
1963,1963,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
1964,1964,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_parvignathus,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
1965,1965,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
1966,1966,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,NA,NA,8989521,336332,,,,,,,
1967,1967,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.404398646,-64.40504956,8960128.725,345726.225,,,,,,,
1968,1968,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
1969,1969,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
1970,1970,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-8.822764269,-64.08223603,9024570,380983,,,,,,,
1971,1971,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
1972,1972,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
1973,1973,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,NA,NA,8988753,335582,,,,,,,
1974,1974,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
1975,1975,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,NA,NA,8989521,336332,,,,,,,
1976,1976,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.450219563,-64.36744992,8955078,349875,,,,,,,
1977,1977,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Dolichorhinotermes,Dolichorhinotermes_longilabius,,1,-9.400879785,-64.38710625,8960526.076,347695.1163,,,,,,,
1978,1978,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_flangiatus,,1,-9.148350402,-64.498833,8988404,335307,,,,,,,
1979,1979,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_flangiatus,,1,-9.138288987,-64.4894649,8989521,336332,,,,,,,
1980,1980,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cylindrotermes,Cylindrotermes_flangiatus,,1,-9.14520511,-64.49631769,8988753,335582,,,,,,,
1981,1981,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
1982,1982,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,0,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-8.841261558,-64.0621954,9022531,383193,,,,,,,
1983,1983,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Coptotermitinae,Coptotermes,Coptotermes_testaceus,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
1984,1984,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,1,-9.451216889,-64.37603275,8954964,348933,,,,,,,
1985,1985,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Bufalo,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,1,-9.151854895,-64.50194129,8988015,334967,,,,,,,
1986,1986,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cyrilliotermes,Cyrilliotermes_angulariceps,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
1987,1987,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_ovatus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
1988,1988,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_ovatus,,1,-9.453585421,-64.3945205,8954694,346904,,,,,,,
1989,1989,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,0,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_ovatus,,1,-9.399178323,-64.37824873,8960718.308,348667.6109,,,,,,,
1990,1990,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes,Rhinotermes_sp._1,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
1991,1991,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Curvitermes,Curvitermes_odontognathus,,1,NA,NA,8990336,336964,,,,,,,
1992,1992,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,2000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Rhynchotermes,Rhyncotermes_sp._1,,1,-8.828978341,-64.07556225,9023885,381719,,,,,,,
1993,1993,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isoptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_taracua,,1,NA,NA,8990336,336964,,,,,,,
1994,1994,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Velocitermes,Velocitermes_sp._2,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
1995,1995,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,2000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Coatitermes,Coatitermes_sp._3,,1,-9.402652773,-64.3961098,8960326.395,346707.0101,,,,,,,
1996,1996,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Cavitermes,Cavitermes_tuberosus,,1,NA,NA,8990336,336964,,,,,,,
1997,1997,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Spinitermes,Spinitermes_sp._1,,1,-9.454715333,-64.39005345,8954571,347395,,,,,,,
1998,1998,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,500,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Syntermitinae,Cornitermes,Cornitermes_pugnax,,1,-9.454715333,-64.39005345,8954571,347395,,,,,,,
1999,1999,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Rhinotermitidae,Rhinotermitinae,Rhinotermes,Rhinotermes_hispidus,,1,NA,NA,8991071,337699,,,,,,,
2000,2000,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Teotonio,T2,500,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Termes,Termes_sp._1,,1,-8.838231472,-64.06554186,9022865,382824,,,,,,,
2001,2001,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,4000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Termitinae,Neocapritermes,Neocapritermes_sp._3,,1,NA,NA,8991071,337699,,,,,,,
2002,2002,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_Novo,T3,4000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.406126303,-64.41396199,8959933.91,344748.0451,,,,,,,
2003,2003,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_J_Parana,T2,1000,210,E,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,-9.452049407,-64.3850794,8954868,347940,,,,,,,
2004,2004,Brasil,Rondônia,Porto Velho,UHE_San_Antonio,M_I_Pedra,T2,3000,210,D,250,2,Manual,2013,Insecta,Isptera,Termitidae,Nasutitermitinae,Nasutitermes,Nasutitermes_guayanae,,1,NA,NA,8990336,336964,,,,,,,
